genus,species,TL,initiation,jolts,termination,termType,duration,escapeDist,velocity,acceleration,turnRate,clientType,mucusWeight,mucusProt,mucusCal,parCm2,gnaCm2
Hemigymnus,melapterus,9,1,0,1,1,8,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,20,1,1,2,1,13,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,20,1,0,2,1,6,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,23,1,0,1,4,8,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,17,1,0,2,1,7,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,12,1,0,1,1,22,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,20,1,0,2,1,6,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,30,1,0,2,1,4,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,19,1,0,1,1,8,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,14,1,0,1,1,15,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,22,1,0,2,1,7,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,13,1,0,1,1,22,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,15,1,0,1,1,12,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,13,1,0,1,4,19,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,7,1,0,1,1,7,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,8,1,0,2,1,8,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,4.5,1,0,1,1,3,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,22,1,0,1,4,24,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,10,2,0,1,1,14,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,12,2,0,1,4,12,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,15,1,0,2,1,8,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,18,1,0,1,4,7,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,15,1,0,1,1,5,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,30,1,0,1,4,12,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,14,1,1,2,1,6,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,18,1,0,1,4,9,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,35,1,3,1,4,108,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,15,2,1,2,1,16,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,10,1,0,1,4,3,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,28,1,0,1,4,8,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,18,1,0,2,1,16,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,40,1,0,1,4,19,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,30,NA,1,2,3,13,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,19,1,0,2,1,3,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,11,1,0,2,1,18,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,20,1,0,1,4,11,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,12,1,0,2,1,10,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,17,1,0,1,1,15,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,19,1,0,2,1,16,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,22,1,0,1,4,16,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,18,1,0,2,1,4,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,17,1,0,1,1,15,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,23,1,0,1,1,13,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,17,2,1,1,1,7,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,12,1,0,1,4,4,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,10,2,0,1,1,17,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Hemigymnus,melapterus,13,1,0,1,4,7,6.57,183.28,89.83,2886.54,2,0.49,115.21,5789.68,0.152135754,0.090318477
Lethrinus,obsoletus,30,1,0,1,4,2,7.47,211.03,97.64,2651.40,3,0.32,196.66,4779.64,0.029741378,0.005930558
Lethrinus,obsoletus,35,1,0,1,4,5,7.47,211.03,97.64,2651.40,3,0.32,196.66,4779.64,0.029741378,0.005930558
Lethrinus,obsoletus,35,1,0,1,4,15,7.47,211.03,97.64,2651.40,3,0.32,196.66,4779.64,0.029741378,0.005930558
Lethrinus,obsoletus,30,1,0,1,4,9,7.47,211.03,97.64,2651.40,3,0.32,196.66,4779.64,0.029741378,0.005930558
Lethrinus,obsoletus,30,2,0,1,4,16,7.47,211.03,97.64,2651.40,3,0.32,196.66,4779.64,0.029741378,0.005930558
Lethrinus,obsoletus,25,NA,0,2,1,19,7.47,211.03,97.64,2651.40,3,0.32,196.66,4779.64,0.029741378,0.005930558
Lethrinus,obsoletus,40,1,0,1,1,23,7.47,211.03,97.64,2651.40,3,0.32,196.66,4779.64,0.029741378,0.005930558
Lethrinus,obsoletus,30,1,0,2,1,8,7.47,211.03,97.64,2651.40,3,0.32,196.66,4779.64,0.029741378,0.005930558
Lethrinus,obsoletus,17,1,1,2,2,1,7.47,211.03,97.64,2651.40,3,0.32,196.66,4779.64,0.029741378,0.005930558
Lethrinus,obsoletus,35,1,0,1,1,6,7.47,211.03,97.64,2651.40,3,0.32,196.66,4779.64,0.029741378,0.005930558
Lethrinus,obsoletus,30,1,0,2,1,2,7.47,211.03,97.64,2651.40,3,0.32,196.66,4779.64,0.029741378,0.005930558
Lethrinus,obsoletus,30,1,0,1,4,4,7.47,211.03,97.64,2651.40,3,0.32,196.66,4779.64,0.029741378,0.005930558
Lethrinus,obsoletus,35,2,0,2,1,2,7.47,211.03,97.64,2651.40,3,0.32,196.66,4779.64,0.029741378,0.005930558
Lethrinus,obsoletus,25,2,0,1,1,5,7.47,211.03,97.64,2651.40,3,0.32,196.66,4779.64,0.029741378,0.005930558
Lethrinus,obsoletus,27,1,0,2,1,3,7.47,211.03,97.64,2651.40,3,0.32,196.66,4779.64,0.029741378,0.005930558
Lethrinus,obsoletus,30,1,0,1,1,8,7.47,211.03,97.64,2651.40,3,0.32,196.66,4779.64,0.029741378,0.005930558
Lethrinus,obsoletus,35,1,1,1,4,20,7.47,211.03,97.64,2651.40,3,0.32,196.66,4779.64,0.029741378,0.005930558
Lutjanus,quinquelineatus,18,1,0,2,1,4,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,11,1,0,1,1,2,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,18,1,1,2,1,4,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,16,1,0,1,1,2,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,16,1,0,1,1,4,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,17,1,1,1,1,3,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,16,1,0,1,1,3,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,20,1,1,2,2,1,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,13,1,2,1,4,8,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,9,1,0,2,1,2,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,10,1,1,2,3,1,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,12,1,0,2,3,3,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,14,1,1,2,3,3,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,15,1,2,2,3,6,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,20,1,0,2,1,2,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,9,1,0,1,4,2,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,15,1,0,1,1,6,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,20,1,1,2,1,5,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,12,1,1,1,4,2,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,18,1,0,1,1,3,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,15,1,0,1,1,1,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,15,1,0,1,1,2,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,14,1,0,1,1,1,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,12,1,1,2,3,5,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,11,1,2,2,2,3,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,12,1,0,2,1,1,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,9,1,0,2,1,1,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,8,1,1,2,1,1,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,9,1,0,1,1,2,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,12,1,1,2,1,2,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,11,1,0,2,1,1,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,14,1,0,1,1,2,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,15,1,0,1,4,3,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,16,1,0,1,1,1,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,17,1,0,1,1,1,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,17,1,1,2,3,3,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,16,1,0,1,1,2,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,16,1,0,1,1,2,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,17,1,0,1,1,5,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,11,1,0,1,1,2,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,18,1,0,1,1,4,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,16,1,0,2,1,1,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,16,1,0,2,3,1,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,15,1,1,2,3,1,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,17,1,1,2,3,1,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,16,1,0,2,3,1,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,16,1,1,2,2,2,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,16,1,1,2,2,1,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,18,1,1,2,3,1,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,15,1,0,2,3,1,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,16,1,0,2,3,1,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,16,1,1,2,2,1,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,16,1,0,2,3,1,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,14,1,0,2,1,15,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,17,1,2,2,3,3,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,17,1,1,2,3,2,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,15,1,0,2,1,1,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,16,1,0,2,1,1,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,14,1,1,2,2,1,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,17,1,1,2,3,1,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,16,1,1,2,1,7,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,14,1,1,2,2,1,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,15,1,0,2,3,1,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,15,1,0,2,3,3,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,17,1,0,1,1,7,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,16,1,2,1,1,3,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,16,1,0,2,3,2,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,17,1,1,1,1,6,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,13,1,0,2,1,2,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,12,1,0,2,1,2,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Lutjanus,quinquelineatus,18,1,1,2,3,1,6.77,182.12,104.24,3670.69,1,0.22,192.23,4367.62,0.123424438,0.02043209
Parupeneus,multifasciatus,20,1,1,2,2,6,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,20,2,0,1,4,5,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,25,1,0,1,1,8,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,11,1,0,1,1,1,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,15,1,0,1,1,7,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,22,1,1,2,2,4,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,8,1,0,3,1,10,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,16,2,1,2,3,9,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,18,1,0,2,1,4,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,13,1,0,1,1,4,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,14,1,0,2,1,2,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,23,1,0,2,1,13,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,23,2,3,2,3,33,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,23,2,3,2,3,4,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,23,1,0,2,1,1,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,20,2,1,1,4,9,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,22,2,1,2,2,11,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,22,1,2,2,3,9,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,20,1,0,2,1,5,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,19,2,0,1,1,14,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,23,2,0,1,4,7,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,18,2,1,2,2,10,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,20,1,0,2,1,33,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,17,1,0,2,1,14,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,15,2,0,1,1,7,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,12,1,0,1,1,6,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,19,2,1,1,4,17,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,19,2,2,2,1,5,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,22,1,1,2,3,6,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,24,1,2,2,3,13,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,14,1,1,2,3,14,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,15,2,0,1,1,12,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,24,1,1,2,2,2,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,20,2,0,2,1,10,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,20,2,3,2,3,10,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,22,2,2,2,3,52,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,17,1,0,1,1,3,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,19,2,1,1,1,19,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,17,1,2,1,1,17,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,15,1,1,1,1,3,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,23,1,0,2,1,11,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,17,1,0,2,1,5,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,15,1,0,1,4,3,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,18,2,0,2,1,10,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,11,1,0,2,1,1,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,20,1,2,2,1,14,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,20,1,1,2,3,7,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,18,1,1,2,3,9,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,18,1,0,1,4,2,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,25,1,0,1,1,4,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,7,1,0,1,1,1,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,11,1,0,2,1,1,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,16,1,0,2,1,5,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,14,1,0,2,1,7,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,13,1,0,2,1,2,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,12,1,0,2,1,3,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,22,1,1,2,3,8,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,19,1,0,2,1,2,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,19,1,1,2,3,10,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,17,1,0,1,1,6,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Parupeneus,multifasciatus,20,2,1,2,3,5,8.25,210.63,89.09,3053.59,2,0.54,178.44,5943.10,0.042527338,0.030996361
Pomacanthus,sexstriatus,40,1,0,2,1,2,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,30,2,0,1,1,9,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
